ident,name,time,condition,clouds,visibility,winds,temperature,dew_point,pressure
ZSFZ,Fuzhou Changle International Airport,25 Apr 2021 22:00,Dry,Scattered at 701 meters,Greater than 10 km,20 degrees at 7 knots,20,15,1017
ZSHC,Hangzhou Xiaoshan International Airport,25 Apr 2021 22:30,Mist,Scattered at 305 meters,4000 meters,80 degrees at 2 knots,17,16,1018
ZSJN,Yaoqiang Airport,w at ZSJN:,Clouds,Overcast clouds, 99%,230 at 1kts,12.2, 11.8,1012
ZSNB,Ningbo Lishe International Airport,25 Apr 2021 22:00,Mist,No significant clouds are observed,4500 meters,Variable at 1 knots,15,15,1019
ZSNJ,Nanjing Lukou Airport,25 Apr 2021 22:00,Mist,Scattered at 152 meters,2500 meters,90 degrees at 2 knots,17,17,1018
ZSPD,Shanghai Pudong International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,70 degrees at 3 knots,17,13,1019
ZSSS,Shanghai Hongqiao International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,110 degrees at 2 knots,18,10,1019
ZUCK,Chongqing Jiangbei International Airport,25 Apr 2021 22:00,Light rain; mist,A few at 91 meters; scattered at 274 meters; overcast sky at 1006 meters,3000 meters,160 degrees at 1 knots,15,15,1017
ZUGY,Longdongbao Airport,25 Apr 2021 22:00,Light showers of rain,Scattered at 274 meters; broken sky at 457 meters; a few at 701 meters  towering cumulus; overcast sky at 914 meters,8000 meters,40 degrees at 2 knots,11,10,1019
ZUUU,Chengdu Shuangliu International Airport,25 Apr 2021 22:00,Dry,Broken sky at 1006 meters,Greater than 10 km,50 degrees at 2 knots,17,14,1017
ZWWW,Ürümqi Diwopu International Airport,25 Apr 2021 22:30,Dry,Clear skies,Greater than 10 km,150 degrees at 1 knots,4,-9,1026
ZYHB,Taiping Airport,25 Apr 2021 22:00,Dry,Clear skies,Greater than 10 km,130 degrees at 2 knots,5,-3,1019
ZYTL,Zhoushuizi Airport,25 Apr 2021 22:30,Dry,No significant clouds are observed,8000 meters,280 degrees at 1 knots,9,4,1018
ZYTX,Taoxian Airport,25 Apr 2021 22:30,Dry,No significant clouds are observed,7000 meters,50 degrees at 2 knots,8,0,1018
